feedback_id,feedback_date,feedback,location_name
190714400,2014-01-13,"When in the Vancouver area on business, I always try to get a couple of nights in at this XT property. Excellent customer service with all the amenities a business traveler requires.Spacious rooms with great views are what to expect to help you unwind. The valet service is outstanding with a great selection of food and drinks in the lounge and restaurant. The executive lounge on the 18th floor is very nice, both in the late afternoon and morning. If you want to go off site, there are great restaurants within a couple of blocks and also has great shopping as well. Location is close to getting into the downtown Vancouver area.Great place to stay for business or personal time....",Vancouver
461973980,2017-02-22,"The hotel was very nice.I used the new online check in and had the opportunity to pick my room and enter my credit card information. The system put me on the 10th floor and I did have an option to stay on the second, I opted for the 10th. The elevators were fast, this was a beef of mine with a Winnipeg hotel.The room was what you would expect from a downtown classy hotel. 2 queen beds, a desk. Everything seemed clean and tidy. The bathroom door kept closing so that was a bit annoying, but not enough to influence my rating. I did not use any of the amenities.There was a mini mall around, and a shopping center so this hotel was close enough to walk to.",Vancouver
157320514,2013-04-10,"I stayed for 5 days for business. The lobby smells of the open food market that the hotel shares its property with.  No fridge in my room to keep things cold, the tv service cut in and out and was very user unfriendly( had no idea what was on , no guide) wifi costs $8/day/device but its free at the local dive restaurant across the street... I ask for a quiet room, I got one right beside the elevator and the fitness room is about 12x14 and is a dark and closed off room, the lap pool was drained and the hot tub was cloudy, no way was I going in there.  Carefully while parking, I was almost hit 3 times coming around the corners.",Vancouver
341083582,2016-01-18,"I write this as a XT Honours Diamond Member - This was the second time here in two months, stayed on the 10th floor, good view, next to Metro Town mall and two blocks from Skytrain, so I saved the $12 parking fee and used Skytrain. The executive lounge on the 18th floor has a nice view, evening food was nice, staff could be a bit friendlier. Check in and out was great. Nice beds, hallway very noisy in the morning when maid service is going in and out of rooms and the loud hallway talk. For a XT with access to the Executive floor it was good value",Vancouver
409051389,2016-08-22,"We had a wedding at a nearby venue and stayed 3 nights here. I was welcomed by the nicest young lady and checked in immediately. There is a mall right across the street from the hotel that offers any type of shopping you could ever want. And restaurants galore....anything your heart desires is nearby. Very nice rooms for a relatively nice price. Probably the best I have ever been treated at a hotel. 3 days later when I checked out the same young lady remembered my name, my room number and the occasion I was there for. Incredible service.",Vancouver
195515862,2014-02-26,"Great location and great hotel room, made even better with a lovely view of the mountains.  The best part of our stay was the great guest service that we received from the front desk.  Wilson and Stephanie were very helpful and attentive.  They wre both very personable and gave me great advice as to where to go and most importantly - where to eat.It's people like them that make hotels and trips memorable and I want to thank them for making our trip great!  You should hire more people like them at the hotel :)",Vancouver
419365469,2016-09-16,"Staff not polite. Would not resolve the issues for you. Heating did not work and it was cold like anything. The HVAC system (When it was running) sounded like Fighter Jet engines running. Staff provided me with an electric heater that was in miserable condition. When asked if that is all they will do to fix the issue , it was a cold yes (not even polite). It was freezing all night long and I was scared all night long that the room might lose all the oxygen.",Vancouver
570872425,2018-04-03,"The convenient location of this hotel is very beneficial for travelers wishing to quickly access any form of transportation and is well situated for good shopping. There was nothing outstanding about the hotel but it was clean, comfortable and the staff was friendly and helpful. The only issue we had was key cards but the hotel plans to go to digital access so will hopefully remove those issues. We would stay at this hotel again.",Vancouver
232462704,2014-10-03,"I stayed here on the company's dime, so my room choice was pretty good.  There is an business lounge that I had access to that was included with the room price that provided a breakfast and drinks anytime I wanted.  The beds were comfortable and the room was very clean.  There is the Metropolis at Metrotown mall and many restaurants in the area to choose from.  I would stay here again the next time I am on business in Burnaby.",Vancouver
555519189,2018-01-22,"Was staying for business and this hotel was located well.  I normally stay downtown, but this is closer to my work location.  The neighborhood is okay - not great for walking (at least by comparison to downtown).  I have to say the staff were incredibly friendly during my visit.  Everyone had a smile and a pleasant greeting for me... and after long stressful days it is refreshing to come &quot;home&quot; to happy people.",Vancouver
556389527,2018-01-25,"It has all the convenience that you can expect from XT Hotel.  The hotel is situated near Metrotown which is one of the largest shopping mall in Vancouver.  It is also connected to a Crystal Mall which has some Chinese food and shopping.  However, parking at XT will cost you $16 per night and even after paying it is rather difficult to look for a parking lot.  The service of the hotel is very good.",Vancouver
376628425,2016-05-25,"Need to update in room and business centre internet as the internet was as bad as the days of dial up. Room was roomy and clean and staff service was good except the internet part. Self serve parking was very confusing, and it takes two different elevators to go from your car to your room. Location is close to the train which makes it easy to get downtown and back. I would rate the Hotel as 3.5 stars",Vancouver
397082184,2016-07-25,If you stay at this hotel you can walk to one of the largest malls in Canada! The Metrotown Mall will take more than 2 hours to see everything. You can also take the wonderful Sky Train from there on a day pass to get to almost anywhere in Vancouver but the best place for us was Watertown!  There you will find a very large steam clock that goes off every 15 minutes BUT the best time is on the hour!,Vancouver
264605370,2015-04-08,"I been XT Hotel first time, I stayed Executive room. I expect more great room because Executive room. However, It was good but not vary good. I think not really different normal room and Executive. just big room, bed and with meal. Internet was vary slow and has much dust. Refrigerator was not really cool. I hope this review help for you. Thanks",Vancouver
595719528,2018-07-12,"I have been at XT Vancouver Metrotown hotel a few times so far for both business travels and family trips since 2012.  Itâ€™s not a new building but it looks clean and organized. Although sometimes compare to other hotels, some staff may not look very friendly and caring, they do their jobs well.Itâ€™s highly recommended for business trips.",Vancouver
221253252,2014-08-11,"This hotel is an excellent choice if staying in the local Burnaby area. Close to transit, shopping and businesses. In the proximity of the hotel is a large shopping mall, restaurants and the sky train LRT. Within a walking distance are a few local flavoured eating places along with the larger food chains Great choice for yor stay.",Vancouver
254068900,2015-02-13,I have been travelling for the past number of years achieving Diamond status with several hotel chains. I have to say if you want to be treated like royalty come to the XT @ Metrotown form the monent you arrive until the time you leave short or long stey you will rate this hotel in your top 3 of all time. Don't miss out,Vancouver
272461479,2015-05-16,"As I just arrived to the hotel, I was in a hurry to get ready for an event and realized I left my key to my luggage back home in Calgary. The front end hotel staff were very helpful in sending the handyman to break the lock on my luggage. The person came and was extremely helpful !",Vancouver
439386334,2016-11-22,"Room was soaked from faulty fire sprinklers. They did not have a room that wasn't soaked, they did not offer a relocation and charged me full price. The price that they charged was at least 30% higher than other comparable hotels in the area. It was disgusting.",Vancouver
578786988,2018-05-08,"The location is great, a few minutes walking distance to the shopping mall and restaurants. Rooms are nice, quiet and clean. The bellmen are very kind and helpful during my check in and check out.  I will certainly be staying here again.  Thank you! ",Vancouver
434423779,2016-11-03,"Very nice and friendly staff. Very clean hotel. Love staying here. Will use this hotel again in the future. Very nice room. Very comfortable bed. Recommend also to Checkin on line. It's easy andAs soon as you arrive, everything is ready for you. ",Vancouver
617939667,2018-09-19,I recently stayed at the XT Vancouver Metrotown and got upgraded to a penthouse suite.  I was fore-warned that the suite only had a sofa bed but I didn't mind. The suite was large with a separate dining room. I quite enjoyed my stay.,Vancouver
239754346,2014-11-13,From the time you enter this hotel every staff member goes the extra mile to ensure that you completely tanken care of no matter how big or samll the request. Top Five XTs period.Make sure to visit Reflex and the Opal Lounge,Vancouver
172157458,2013-08-13,"Very nice, clean, comfortable room. Staff are friendly and helpful. You can rest after a whole day of strolling without worrying about the cleanliness. Location is conveniently located besides the mall and very close to skytrain",Vancouver
261189223,2015-03-22,If you need to be in this area no better place to stay.  The staff are fantastic rooms very clean.  Shopping close by ample parking and public transit very good to downtown Vancouver. Thai restaurants in the area are first rate.,Vancouver
184211007,2013-11-09,"Great Hotel...always enjoy or stays for business. The last trip however, the hotel was freezing. They need to turn up the heat! the area is under construction for the next few years but lots of great restaurants in the area",Vancouver
209977687,2014-06-11,Very comfortable bed. As good as mine. Good location for my needs. Walking distance to most everything I needed to get done. Friendly helpful staff. I will be back. Why do I need a minimum of 200 characters for this review?,Vancouver
232336291,2014-10-02,"The room size was generous. The room was very clean and the daily maid service was top notch. The executive lounge experience was very good. The hotel staff were extremely helpful and friendly. For example, they would happily print out driving directions for you.",Vancouver
503057170,2017-07-17,"This hotel was recommended to me.   I liked the location as it is very central to everywhere I needed to go.  Conveniently located across the Metrotown Mall.   Nice and safe area to go for walks during the evening, I specifically like the big hill on Willingdon Avenue.     Good restaurants near by.",Vancouver
192749933,2014-02-01,"Stayed 2 nights for business.  Service is very good and staff are helpful.  Close to tons of restaurants as well as a large mall for any needs.  The room is well appointed and clean, price very reasonable.Hotel is about 20 minutes by cab to airport in non rush hours.",Vancouver
638605346,2018-12-10,"Nice and great hotel in Burnaby, BC with close shopping and market area.  A plaza across the hotel and a Chinesse Market under the hotel that allows to experience the great food from market and different restaurants. Hotel doors right next to hotel.",Vancouver
544351452,2017-11-30,"Love staying at the XT Brand of Hotels and the XT Metrotown is extremely close to the metrotown mall and I love shopping.  The restaurant buffet is amazing, real crab legs and all the seafood and meats you can imagine, the eggs cooked to perfection.  Very satisfied with the libations in the bar and the beds are so comfortable.  I will recommend this hotel to all of my friends and co workers.",Vancouver
331350133,2015-12-06,"This hotel is clean, comfortable and close to great shopping.  It was easy to find and decently priced.   Our family met from different parts of the province.  Everyone found it easy to find exiting off the freeway.  Metrotown Mall was just across the street and a skytrain station right by Metrotown to take you downtown.  I would highly recommend this hotel.",Vancouver
232404608,2014-10-03,"Short (5 min.) walk to sky train, which is easiest way to get downtown. Staff was  very professional.  Room was very comfortable, clean etc.  This was a return visit, and I'll be back.  Pay parking isn't very appealing.",Vancouver
359604270,2016-03-28,Easy walking distant for shopping at  Metro-town Mall and the Sky-train. A bit pricey but choose it for the location. The breakfast buffet is very expensive not worth the money in my opinion. Will stay here again.,Vancouver
518592011,2017-08-28,"Lovely staff, quick registration, very good food. The room was comfortable and clean. Room service was quick and of high quality. I highly recommend this hotel for its closeness to shopping and sky train.",Vancouver
519020294,2017-08-29,"Loved being away from the hustle and bustle of downtown, with a short train ride from the Skytrain. The entire staff was so friendly and outgoing, was a real treat to stay here. I paid extra for the executive privileges and I am happy I did.  The food was great, and although the space was a wee bit tight, the staff made up for it. The room was quiet, clean and elevators did not pose a problem.  I recommend staying here.  The view from the room was great, and the barbeque on Saturday was awesome. Steve who works in the bar is a keeper, terrific service above and beyond. It has a lap pool with a small kiddie pool, and a hot tub.",Vancouver
163643341,2013-06-10,"Nice hotel, super staff, all very friendly, Lounge is quiet, decent location for sky train access and the mall. Rooms were very clean and the HVAC system makes minimal noise, good for sleeping.   What is with the wireless charges? I will try a hotel downtown next time and see if they have additional charges for wireless.",Vancouver
158263660,2013-04-20,"This is a great hotel for those who are conducting business in Burnaby. Clean, reasonably priced rooms, and very close to shopping and restaurants. The staff are very friendly and quite helpful. Very close to a Skytrain stop, too. All things considered, an excellent hotel.",Vancouver
197802956,2014-03-17,"Very clean, great staff. Stay here always when travelling to Burnaby.  In house restaurant is very good, and close to a number of great restaurants, as well as a walk across the street to the Metrotown mall.",Vancouver
431211134,2016-10-24,"Rooms are clean,comfortable beds ,staff very helpful,location close to shopping mall,coffee shops walking distance to metro,definitely will recommend this hotel.Internet is a bit slow in room other than that pretty good  ",Vancouver
169335071,2013-07-27,"We stayed at this hotel pre and post our recent Alaskan cruise in June. We found the hotel staff to be very friendly and welcoming. Elizabeth on the front desk did her level best to obtain information for us about our cruise ship terminal and arranged an early check in for us. The hotel is located about a 10 min walk from a huge shopping mall, where you can buy almost anything also underneath the hotel is a Chinese market selling all manner of amazing stuff. We ordered room service on our first evening and it arrived quickly and was very tasty and good value for money. The hotel has pay per view movies and we watched one of the latest releases. We did have some minor issues; however, they were dealt with in a very professional manner by Chris Perna, the Director of rooms. In summary I am glad we chose this hotel and will visit again, the next time we are in Vancouver",Vancouver
481141294,2017-05-02,"Very convenient location, 25 minutes to downtown. If you rent a car only 20 minutes to the airport. Leave the car and 2 blocks walk to Skytrain to go to the city center and avoid the parking hassle. Very frequent train service. One change connects to the airport train.  Two block from the Metrotown mall.",Vancouver
268991524,2015-04-29,"Helpful staff, clean room, comfortable bed. Within walking distance to the metrotown mall and skytrain. Low headroom for underground parking, so trucks and large SUV's take note. Easy to find location.",Vancouver
385105802,2016-06-22,"This hotel is located next to a big shopping mall. It has a shared underground  parking. We got an executive suite beautiful view from our room. Love their bedding and sheets. The executive lounge was a total disappointment  this space is usually used to work or have a drink in this case this particular one looked like a pajama party with children everywhere, not at all what we are use to with this hotel chain. The hotel staff is not friendly or helpful  only concierge had a smile. Their price range is very high and there are many other choices with better customer service. Many trips to different countries with the same chain and this is definitely the location that will never come back to.",Vancouver
377586619,2016-05-29,Front desk staff is not friendly or helpful at all. At check in I requested a local map and they didn't even show me the hotel on the map. I also wanted to exchange some spending money in local currency and that really became to be an inconvenience for the staff. Executive Lounge is crowded with Toddlers and is to small.,Vancouver
558156340,2018-02-03,The early morning construction noise was a clear issue but we were not warned of this when we booked or prior to staying.  There was no porter service available and I had to source our own bag trolley for our bags and equipment. No questions if we need assistance from staff.Location was close to the Sky Train which was very useful.  Rooms were just ok...,Vancouver
180327363,2013-10-09,XT Vancouver Metrotown is spacious for family of four and clean. Hotel is in the center of the town and connected to the a Chinese food court which we enjoyed the most. Also a bank near by I did get money I needed without driving.      ,Vancouver
608898278,2018-08-21,We stayed here on XT points.  Many of the reviews say the location is great.  For us it was not great.  Was conveniently located near the skyway - but for a family of four the skyway was expensive to commute back and forth.   The staff were friendly and helpful.  We did have some trouble with our room - the AC did not work well and was quite warm in the rooms making sleeping difficult.  The breakfast was good.  The hotel photos make the hotel look a bit more grander than it is.,Vancouver
396939982,2016-07-25,"Having all downtown hotels sold out, I moved a bit out of the city towards Burnaby..The XT Metrotown is very close the a huge mall &quot;Metrotown&quot;, close to the Skyline, which is very convenient and close to a lot of restaurants. The room rates are ridiculous expensive a for the value you get. Overall hotel staff is friendly and helpful, housekeeping does a good job, no complaints at all but the rest is just average. The room furniture is crying for an update, the carpet looks dirty and very aged, the &quot;pool area and pool&quot; it's just enough for max 4 people, health room is poor equipped and without any windows, Breakfast is not complimentary and they charge you 21.00$ for the buffet. Overall I felt the room rate I paid was more for the location and surrounding instead for service and nice room. I really do not believe I will come back.",Vancouver
523427689,2017-09-08,"After a lovely Alaskan cruise, we stayed at the XT Metrotown in Vancouver. We were given an upgraded suite. The experience was lovely. I would highly recommend staying at this hotel. It's a quick sky-train ride to the downtown area.",Vancouver
385455017,2016-06-20,We came to Vancouver for a vacation (my husband and I) and we chose this hotel for the price (cheaper than staying downtown) and the location to the buses and SkyTrain.  It's literally a 5-7 min walk to the Skytrain and bus station.  We used all public transportation to get around the city - and it was so easy.  In addition - there is a mall next door with a great food court and lots of stores.  Location is key for this hotel!,Vancouver
168259160,2013-07-19,Overall good experience.  The staff was extremely professional and helpful.  The room was comfortable. Was expecting to be in the city but pulic transportation is close and available.  The Shopping Mall next door provided a nice diversion.,Vancouver
389270256,2016-07-04,"We stayed here as a transition to a cruise trip.  The location was extremely convenient to transportation options, food and shopping for those last minute items.  The hotel was fresh and clean.  Loved our stay.",Vancouver
212177863,2014-06-26,"Enjoyed two nights in a first class hotel with a friendly helpful staff. The room was immaculate and elegant, with a terrific panoramic view of the city and mountains. There was convenient self-parking under the hotel for $9 per night. Had a very good late dinner in the hotel the night we arrived. The surrounding blocks are filled with restaurants and shops, and the skytrain and bus service is nearby. There is a bustling Asian market adjacent to the hotel. The hotel is at the intersection of several main roads that will take you to major destinations. Will definitely return.",Vancouver
166934760,2013-07-09,"We stayed four nights at the XT.  Location is convenient, walking distance to the sky train.  We paid for a one bedroom suite, and I was disappointed that even though I was a Diamond member, we didn't receive any kind of room upgrade, not even to the Executive floor.  The suite was comfortable but oddly laid out.  Large living room but sparsely furnished (couch and chair were a little worn), and the bedroom was very small.  There was little room to walk around in the bedroom with the king size bed.  Bathroom was small.  The lounge on the top floor had a very nice view.  Food in the lounge was good, but the space is small.  Several mornings we couldn't find seating space, so we ate standing up or sat on the window ledge.  This hotel didn't feel like a XT to me; felt like it should've been a class lower.",Vancouver
420505367,2016-09-20,"The hotel is conveniently located with proximity access to downtown Vancouver and other areas of British Columbia. The check-in process went very smoothly, and we were settled in our room in no time. There is a fee for the underground parking, but it was very reasonable.My husband and I upgraded to a king size executive room, which allowed us access to the lounge on the 18th floor. The room itself was large and clean, and since we were located on the 17th floor we also had a nice view.The Wi-Fi in the room worked with no issues whatsoever.As far as the lounge goes, it was just OK. For whatever reason, I was expecting something else. The evening appetizers were basic, breakfast seemed to be a little better.The check-out was friendly and efficient.",Vancouver
477837818,2017-04-21,"Not much to this hotel. It has all the amenities you need and a Chinese food court that's attached to it. Comfort - 4A typical hotel that does keeps to the XT standard. Location - 4A 30 min drive from downtown Vancouver but you have everything you need in walking distance. It's in a Chinatown so you can get your fill of Chinese foodMisc - 3Had a long hair hanging from a &quot;clean&quot; towel, not pleasant. Will be back for a inexpensive stay in Vancouver. ",Vancouver
400553251,2016-08-02,"I had a good stay at the XT Metrotown.  Note that it's not in the hot area by the water, more of an urban location (but still safe).  If you're Chinese or just love the food then this may be a great place for you as there's a really nice Chinese mall right outside the side door.  There's a good grocery store across the street as well as a large mall.  The hotel itself is pretty quiet, nicely appointed and the staff is friendly.",Vancouver
413632251,2016-09-01,"Quick 2 night business trip.  As previously mentioned, not in Vancouver but close.  Attached to an Asian mall and 5 minutes to the huge Mall Metropolis.  Great restaurant walking distance - Cactus Club Cafe.  Close to grocery store as well.  Very nice rooms and Ben at the front desk was super helpful.  Great customer service.  Super tiny &quot;fitness center&quot; but great pool and hot tub!  And excellent executive lounge!",Vancouver
417153389,2016-09-11,"This XT was in an excellent location, about a 15 minute taxi ride from the Amtrak station, a 3 minute walk to about 3 malls, and 3 minute walk to public transportation (train station and bus terminal) which gets you to downtown( One Canada Place, tours buses, the Gas light district ) in about 10-15 minutes.",Vancouver
416181752,2016-09-08,"For the amount of money that you pay for this hotel, I'd expect the plumbing to work.  If there are not many guests using water, the sink and tub give you extremely hot water and nothing else.  I find that explanation be unacceptable.",Vancouver
544092360,2017-11-29,The staff was nice specially night shift manager and crew were best the know how to treat them guest right way I think some hotel need to learn from them and they have best food quality and the room was super clean thank you!,Vancouver
453259645,2017-01-18,"The hotel was located in a convenient location just minutes from light rail, shopping, and dining.  It is across from Metropolis which has over 400 shops and restaurants.  Easy access to downtown Vancouver for sighseeing.  The Sunday brunch buffet was fairly priced with many options/variety.",Vancouver
205754593,2014-05-15,"Large, clean, and luxurious room. The bed was heavenly making it easy to fall asleep. The menu offering for dinner in the hotel restaurant was lacking. Free internet service was flawless. The HVAC was quiet and kept the room comfortable",Vancouver
290006475,2015-07-13,"I use the XT Metrotown while on business every 3 months or so.  Staff are always friendly, professional and attend to my every need.  The rooms and beds are clean and very comfortable.  Room service (meals) are quick, hot and very tasty!  No hesitation recommending XT Metrotown.",Vancouver
240648070,2014-11-19,"The room was not well equipped for a handicapped  person, it needs better handicapped accessibility. Other than that it wasn't a bad place to stay. If you do need a place that caters to a handicapped person it is not good. I needed a parking spot near the elevator and they could not help me.",Vancouver
347043868,2016-02-11,Great location near Metrotown and close to downtown Vcr. The staff is excellent and go the extra mile to make a good stay experience. The rates for the 1 bedroom suite on the executive floor were excellent and would recommend this hotel for couples taking a break.,Vancouver
215475876,2014-07-14,Housekeeping staff walked in my room at 8am when I was still checked in the hotel.  Scared the heck out of me.  Disorganized and should not have happened. The manager offended me to the point of putting me in tears and made it seem like it was my fault.,Vancouver
344894619,2016-02-03,Had an excellent stay. Sunday brunch was wonderful. Staff were courteous. Check-in and check-out was rapid with no problems. Hotel is surrounded by great restaurants and shopping. Access to transportation into Vancouver close by.,Vancouver
564022850,2018-03-03,Hotel is always clean and quiet down side is the hot tub is outside and way to small for the amount of guests at the hotel it is always full.  Walking distance to everything food shopping and the sky train.  ,Vancouver
202509918,2014-04-23,"welcomed right away and was in my room within 10 minutes of my arrival and the room was impeccably clean and the quietness of my room is and was amazing, I enjoy staying there I always have a great rest",Vancouver
215817795,2014-07-16,"Beautiful hotel. close to the Metro mall,( across the street). The asian market at the Crystal mall is attached to the Hotel and  Large choice of restaurants in the area.Only downer I had here was when I ordered room service I was putr on hold for about 4 minutes each time I called. But if you you dont mind waiting the food is good.",Vancouver
294428049,2015-07-31,"This hotel is 30 minutes from the airport but very reasonably priced,   It was very clean.  The executive floor lounge was well stocked.  The most important thing was how friendly and helpful the entire staff were.  We had a good meal in the restaurant.  Very nice.",Vancouver
281291163,2015-06-10,"Great service, friendly staff and clean quiet room.  I really appreciated the valet parking. The food and service in the restaurant was excellent.  I arrived long after lunch but was able to get wonderful food and great service in the bar (the chicken salad sandwich was the BEST!).  I really enjoyed my stay.",Vancouver
232336911,2014-10-02,"Good facility, but quite a distance from Downtown and the west side. For those who want to experience the hot spots in Vancouver, it is about a $40.00 taxi ride or more.  It is also quite a distance from the airport so not that accessible for travellers.  The area has mostly oriental restaurants and shops in the mall in the lbottom of the Hotel.  Driving distance to the Ferries is also at least 1/2 hour away as Vancouver does not have a freeway system.  The go train station to downtown is close the hotel and this is an option for those who do not want to drive in the city.",Vancouver
160675320,2013-05-10,"The stay was an outstanding experience, which included eating lunch and dinner at the Restaurant.  We had a high level mini-suite.  The staff was helpful, cordial and a pleasant experience.  The only disappointment was the need to pay for internet access.",Vancouver
540798296,2017-11-13,"We enjoyed the friendly staff.Service was excellent.  The upgrade package was an exceptional value.  The food included was better than expected, with a wide variety.The overall experience was excellent.  We will be back.",Vancouver
472820855,2017-04-04,"We enjoy the Burnaby XT.  The hotel is nicely appointed, rooms are very pleasant and comfortable, and the staff is always efficient and friendly.  We also enjoyed a really excellent buffet dinner in the hotel.",Vancouver
398148191,2016-07-27,"Okay, so this hotel is a bit hard to find and from the outside isn't much to look at. Located in the business district of Vancouver it is very handy to the SKYLINE, and incredibly cheap and convenient way to get around Vancouver, you don't need a taxi within the zones, a bit like London - just buy a day pass.     The rooms are fairly large and the bed was big and very comfy. We had a fridge and good size bathroom in the room as well as a good size TV (but a bedroom is for one of two things, one is sleeping).     The staff were polite, friendly, helpful and the hotel had lots of guides to what to do in Vancouver.     I would stay here again, the big pull for me is it's convenience to transport to the rest of Vancouver.",Vancouver
314182511,2015-09-27,"I stayed for 5 nights while in town for meetings.  The accommodations were excellent, and the staff were very friendly and helpful.  I had meetings downtown in Vancouver, and access to the SkyTrain was close and convenient.  I would recommend highly.",Vancouver
220287669,2014-08-07,"Location: I booked this hotel under the impression that it was in Vancouver, as it is called XT Vancouver Metrotown. However, it is not in Vancouver, but instead Burnaby, which can be a 30-45 minute drive away depending on traffic. ",Vancouver
298131056,2015-08-11,"XT Vancouver Metroland BC is an excellent place to stay in Burnaby. Incredible, friendly and accommodating staff that gives solo, lady travelers their utmost attention. This location is within walking distance to the Metropolis Mall and the train that will take you directly to Vancouver. There are some great restaurants with walking distance, as well.",Vancouver
443297493,2016-12-10,Had a short 2 night stay for business. Was greater in a very positive manner. Got me to my room quickly. The room was very clean and comfortable. Internet connection was good. The hotel is walking distant to good restaurants. Was quiet and comfortable for resting and sleeping. Would definitely come back.,Vancouver
396453436,2016-07-24,"We got married at this hotel three years ago in July.We had a great time.We had a very pleasant experience with the food, service and they did everything to accommodate our needs and requests for our dinner reception. The catering manager was extremely friendly and helpful. We were invited to a sampler dinner to try out the food before our wedding.The room needs a bit of reno for sure.Our room is huge. It's located at a very central area yet away from Vancouver downtown. Its good for tourists who do not want to rent a car.You can easily hop on sky train and go anywhere in burnaby or Vancouver ",Vancouver
305507262,2015-08-31,"I recently spent 3 nights at the XT,as always the service was great. During this stay the power was out due to storms for over 20 hours, the management and staff need to be commened for all the extra hard work and effort that was put in. They made sure everyone had flashlights, water and did some wonderful buffets for all people staying at the hotel. That extra effort goes a long way .",Vancouver
348751413,2016-02-17,"Love the XT Hotel at Metrotown. Close to all shopping amenities, skytrain to downtown, and restaurants. Rooms are a good size with a chaise chair and desk. Very nice and clean rooms. Staff was very friendly and polite.",Vancouver
160659048,2013-05-01,"Although not located in a &quot;glitzy&quot; area, this hotel offers everything you will need. The location is central to most of the lower mainland with travel time to downtown Vancouver about 20 minutes and 20 minutes or so to the burbs.  Clean hotel, friendly and helpful staff.  Don't hesitate on this hotel, you won't be dissapointed.",Vancouver
155174449,2013-03-20,The staff were all very nice and helpful. The rates were reasonable. There is a park next door for our dogs. We paid $14 a day for valet service which was worth it. Only downside was the breakfast buffet which imho was terrible for $19. Otherwise great hotel next to the metrotown mall. Did not hear noise from any of the rooms.,Vancouver
180416481,2013-10-09,"We held our 30 year school reunion at the XT. It was a great venue, and part of the reason for choosing the XT is that it was convenient to transit. The staff was friendly, and we as a group got a great room rate. The organizational staff went above and beyond for us, helping us plan and execute our Reunion theme.",Vancouver
577253761,2018-05-01,"As always the front desk is very organized, had speedy check in and check out timeframes. The location is great and close to everything and love having Metrotown right beside the facility. I especially love Crystal Mall attached to the hotel which allows for quick shopping and a great food court.",Vancouver
367674650,2016-04-25,"Fantastic front desk personnel, expedited check-in and bellhop service. The rooms are greatly appointed and the rooms have extremely comfortable beds. The location is extremely convenient to all types of restaurants and the large Metrotown mall close by within 1 block.",Vancouver
150786680,2013-01-27,"Loved that the hotel is just a short stroll from the Metrotown subway (which gets you to the airport as well as downtown Vancouver) and also appreciated that there are several restaurants within walking distance as well. Most of the staff is very courtesy, particularly those at the front desk. The rooms are large and many offer a beautiful view of skyscrapers and mountains. The breakfast buffet is perfectly acceptable but the latency shown by the breakfast waiter both mornings we dined was frustrating. Slow to bring us drinks and VERY slow to pick up our used/finished plates from the table. He needs to really get on the ball and be more responsive to the hotel's customers. If it wasn't for the less than stellar service offered at the restaurant I probably would have rated the property very good instead of average.",Vancouver
208231523,2014-05-31,"I have stayed at the XT Metrotown on two previous occasions and have enjoyed those stays.  I like the convenient location close to the skytrain that goes quickly to downtown Vancouver.  It is also a short walk to the large Metrotown shopping center.  Exit a side door and you are in Crystal Mall, an Asian mall with a food court.  Finally, the price is much more reasonable than a stay in downtown Vancouver,The Executive Lounge serves two hot items (steamed dumplings and spinach pies one night), plus a cheese tray and desserts.  There is also an honor bar with a delicious hard cider.  This time the hotel was overrun by high school students on a school trip.  It made for a noisy night and difficult to get an elevator - small problems that are out of the hotel's control.",Vancouver
407081559,2016-08-18,"This is our go-to hotel in the Vancouver area.  I can count on consistent good service and a good night sleep.  The Exec Lounge service is excellent - both at breakfast and during evening cocktail hours.  I also like the convenient location to the Metrotown Mall.  In addition, the hotel is connected to Crystal Mall, an Asian mall with restaurants, services, and a market place.  With the Skytrain, this hotel provides easy access to downtown Vancouver and the airport.",Vancouver
446100741,2016-12-22,We stayed on the 11th floor. The staff here are friendly and helpful. Our room had a small fridge and coffee maker. The bed was comfortable and had nice linens.There is an Asian mall adjacent to the hotel with a food court featuring authentic Asian food. Metro town is across the street from the hotel. Tip - you can cut through the strip mall where Best Buy is to get to Metrotown rather than walking around.The outdoor pool and hot tub were closed due to it being winter. The gym is small but adequate with various cardio machines and some free weights. Tip - take earphones to plug into the separate media screens on each machine. There were towels and a water cooler in the fitness area.,Vancouver
246467028,2014-12-28,"The staff is efficient, polite and helpful.  The location is great with skytrains and shopping centres nearby.  The rooms are quiet and clean.  The bed is great if you like soft mattress and fluffy pillows.  The room is not as big as you expected from their website.  The breakfast is better from the menu than the buffet.  That's all I have to say so I am sorry not able to give you 200 characters reviews.  Thanks.  Your are welcome.  Nothing else to say.  Please post it as it is.  Thanks.  Nothing else to say.  Please post it as it is.  Thanks.  Nothing else to say.  Please post it as it is.  Thanks.  Nothing else to say.  Please post it as it is.  Thanks.  Nothing else to say.  Please post it as it is.  Thanks.  Nothing else to say.  Can't force us to do 200 characters.  Should change this setting or I will simply delete all.  Ok.  That's too much.  Thanks.  Please post it as it is.  Nothing else to say.  Welcome to Burnaby, Metrotown, Canada.  XT Hotel.",Vancouver
532490680,2017-10-12,The staff at the desk are very efficient and the restaurant staff are top notch! The rooms are clean and the staff that cleans are doing a great job. We always enjoy our stay at this hotel. Thank you for a great stay!,Vancouver
