FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.38413,38413,912349285,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN86,La Palma - Fuera be la reserva,28.46,-17.85,2015-05-12T14:00:00Z,7.8,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,1,JASF,POINT (-17.85 28.46)
M1_DATA.38414,38414,912349285,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN86,La Palma - Fuera be la reserva,28.46,-17.85,2015-05-12T14:00:00Z,7.8,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,75,JASF,POINT (-17.85 28.46)
M1_DATA.38415,38415,912345115,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN87,La Palma 0 Reserva integral 1,28.52,-17.88,2015-05-13T14:00:00Z,7.4,Chordata,Actinopterygii,Serranidae,Epinephelus marginatus,2,1,JASF,POINT (-17.88 28.52)
M1_DATA.38416,38416,912345115,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN87,La Palma 0 Reserva integral 1,28.52,-17.88,2015-05-13T14:00:00Z,7.4,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,236,JASF,POINT (-17.88 28.52)
M1_DATA.38417,38417,912345116,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN87,La Palma 0 Reserva integral 1,28.52,-17.88,2015-05-13T14:00:00Z,9.1,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,2,1,JASF,POINT (-17.88 28.52)
M1_DATA.38418,38418,912342080,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6.1,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,3,BGO,POINT (-16.41 28.22)
M1_DATA.38419,38419,912342080,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6.1,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,6,BGO,POINT (-16.41 28.22)
M1_DATA.38420,38420,912342081,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6.5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,3,IRS,POINT (-16.41 28.22)
M1_DATA.38421,38421,912342081,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6.5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,16,IRS,POINT (-16.41 28.22)
M1_DATA.38422,38422,912342081,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6.5,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,1,2,IRS,POINT (-16.41 28.22)
M1_DATA.38423,38423,912342082,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,53,IRS,POINT (-16.41 28.22)
M1_DATA.38424,38424,912342082,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,2,IRS,POINT (-16.41 28.22)
M1_DATA.38425,38425,912342082,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,24,IRS,POINT (-16.41 28.22)
M1_DATA.38426,38426,912342083,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6.6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,55,JASF,POINT (-16.41 28.22)
M1_DATA.38427,38427,912342083,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6.6,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,3,JASF,POINT (-16.41 28.22)
M1_DATA.38428,38428,912342083,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6.6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,24,JASF,POINT (-16.41 28.22)
M1_DATA.38429,38429,912342083,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN31,Fasnia Sur,28.22,-16.41,2012-04-28T14:00:00Z,6.6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,56,JASF,POINT (-16.41 28.22)
M1_DATA.38430,38430,912342086,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN32,Barranco del Kikere,28.92,-13.68,2012-04-28T14:00:00Z,16,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,44,RHE,POINT (-13.68 28.92)
M1_DATA.38431,38431,912342086,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN32,Barranco del Kikere,28.92,-13.68,2012-04-28T14:00:00Z,16,Chordata,Actinopterygii,Bothidae,Bothus podas,1,1,RHE,POINT (-13.68 28.92)
M1_DATA.38432,38432,912342086,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN32,Barranco del Kikere,28.92,-13.68,2012-04-28T14:00:00Z,16,Chordata,Actinopterygii,Synodontidae,Synodus synodus,1,1,RHE,POINT (-13.68 28.92)
M1_DATA.38433,38433,912342086,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN32,Barranco del Kikere,28.92,-13.68,2012-04-28T14:00:00Z,16,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,26,RHE,POINT (-13.68 28.92)
M1_DATA.38434,38434,912349263,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN32,Barranco del Kikere,28.92,-13.68,2012-04-28T14:00:00Z,18,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,140,RHE,POINT (-13.68 28.92)
M1_DATA.38435,38435,912342087,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN33,Puerto del Carmen,28.92,-13.67,2012-04-27T14:00:00Z,22,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,20,RHE,POINT (-13.67 28.92)
M1_DATA.38436,38436,912342087,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN33,Puerto del Carmen,28.92,-13.67,2012-04-27T14:00:00Z,22,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,25,RHE,POINT (-13.67 28.92)
M1_DATA.38437,38437,912342087,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN33,Puerto del Carmen,28.92,-13.67,2012-04-27T14:00:00Z,22,Chordata,Actinopterygii,Mullidae,Mullus surmuletus,2,4,RHE,POINT (-13.67 28.92)
M1_DATA.38438,38438,912342087,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN33,Puerto del Carmen,28.92,-13.67,2012-04-27T14:00:00Z,22,Chordata,Actinopterygii,Sparidae,Pagellus erythrinus,2,2,RHE,POINT (-13.67 28.92)
M1_DATA.38439,38439,912342087,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN33,Puerto del Carmen,28.92,-13.67,2012-04-27T14:00:00Z,22,Chordata,Actinopterygii,Sparidae,Spondyliosoma cantharus,2,1,RHE,POINT (-13.67 28.92)
M1_DATA.38440,38440,912342087,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN33,Puerto del Carmen,28.92,-13.67,2012-04-27T14:00:00Z,22,Chordata,Actinopterygii,Synodontidae,Synodus synodus,1,1,RHE,POINT (-13.67 28.92)
M1_DATA.38441,38441,912342087,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN33,Puerto del Carmen,28.92,-13.67,2012-04-27T14:00:00Z,22,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,2,RHE,POINT (-13.67 28.92)
M1_DATA.38442,38442,912342088,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN34,Puerto del Carmen 2,28.92,-13.68,2012-04-27T14:00:00Z,18,Chordata,Actinopterygii,Mullidae,Mullus surmuletus,2,1,RHE,POINT (-13.68 28.92)
M1_DATA.38478,38478,34003026,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,17,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,1,2,FPC,POINT (-18 27.65)
M1_DATA.38479,38479,34003026,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,17,Chordata,Actinopterygii,Serranidae,Epinephelus marginatus,2,1,FPC,POINT (-18 27.65)
M1_DATA.38480,38480,34003026,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,17,Chordata,Actinopterygii,Serranidae,Mycteroperca fusca,1,2,FPC,POINT (-18 27.65)
M1_DATA.38481,38481,34003026,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,17,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,94,FPC,POINT (-18 27.65)
M1_DATA.38482,38482,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,10,RRE,POINT (-18 27.65)
M1_DATA.38483,38483,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,2,2,RRE,POINT (-18 27.65)
M1_DATA.38484,38484,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Belonidae,Belone belone,2,5,RRE,POINT (-18 27.65)
M1_DATA.38485,38485,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Labridae,Bodianus scrofa,2,1,RRE,POINT (-18 27.65)
M1_DATA.38486,38486,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Labridae,Coris julis,2,2,RRE,POINT (-18 27.65)
M1_DATA.38487,38487,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Sparidae,Diplodus annularis,2,1,RRE,POINT (-18 27.65)
M1_DATA.38488,38488,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,2,5,RRE,POINT (-18 27.65)
M1_DATA.38489,38489,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,2,8,RRE,POINT (-18 27.65)
M1_DATA.38490,38490,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Serranidae,Epinephelus marginatus,2,3,RRE,POINT (-18 27.65)
M1_DATA.38491,38491,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Serranidae,Mycteroperca fusca,2,6,RRE,POINT (-18 27.65)
M1_DATA.38492,38492,34003954,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,8,Chordata,Actinopterygii,Serranidae,Serranus atricauda,2,2,RRE,POINT (-18 27.65)
M1_DATA.38493,38493,34003955,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,9,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,1,5,RRE,POINT (-18 27.65)
M1_DATA.38494,38494,34003955,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,9,Chordata,Actinopterygii,Labridae,Bodianus scrofa,1,1,RRE,POINT (-18 27.65)
M1_DATA.38495,38495,34003955,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,9,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,11,RRE,POINT (-18 27.65)
M1_DATA.38496,38496,34003955,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,9,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,1,8,RRE,POINT (-18 27.65)
M1_DATA.38497,38497,34003955,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN4,Puerto Naos,27.65,-18,2011-10-10T13:00:00Z,9,Chordata,Actinopterygii,Serranidae,Serranus atricauda,1,2,RRE,POINT (-18 27.65)
M1_DATA.38498,38498,912340420,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN40,Prin. Muelle La Palma,28.68,-17.77,2012-08-07T14:00:00Z,9,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,2,1,DHP,POINT (-17.77 28.68)
M1_DATA.38499,38499,912340420,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN40,Prin. Muelle La Palma,28.68,-17.77,2012-08-07T14:00:00Z,9,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,80,DHP,POINT (-17.77 28.68)
M1_DATA.38500,38500,912340420,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN40,Prin. Muelle La Palma,28.68,-17.77,2012-08-07T14:00:00Z,9,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,17,DHP,POINT (-17.77 28.68)
M1_DATA.38501,38501,912340420,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN40,Prin. Muelle La Palma,28.68,-17.77,2012-08-07T14:00:00Z,9,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,9,DHP,POINT (-17.77 28.68)
M1_DATA.38502,38502,912340420,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN40,Prin. Muelle La Palma,28.68,-17.77,2012-08-07T14:00:00Z,9,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,3,DHP,POINT (-17.77 28.68)
M1_DATA.38580,38580,912340421,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN41,Medio Muelle La Palma,28.67,-17.76,2012-08-07T14:00:00Z,15.7,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,60,JASF,POINT (-17.76 28.67)
M1_DATA.38581,38581,912340421,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN41,Medio Muelle La Palma,28.67,-17.76,2012-08-07T14:00:00Z,15.7,Chordata,Actinopterygii,Serranidae,Serranus atricauda,2,1,JASF,POINT (-17.76 28.67)
M1_DATA.38582,38582,912340421,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN41,Medio Muelle La Palma,28.67,-17.76,2012-08-07T14:00:00Z,15.7,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,3,JASF,POINT (-17.76 28.67)
M1_DATA.38583,38583,912340422,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN42,Jover,28.55,-16.37,2012-08-15T14:00:00Z,5.4,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,4,OAG,POINT (-16.37 28.55)
M1_DATA.38584,38584,912340422,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN42,Jover,28.55,-16.37,2012-08-15T14:00:00Z,5.4,Chordata,Actinopterygii,Scorpaenidae,Scorpaena maderensis,1,2,OAG,POINT (-16.37 28.55)
M1_DATA.38585,38585,912349265,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN42,Jover,28.55,-16.37,2012-08-15T14:00:00Z,7,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,2,DHP,POINT (-16.37 28.55)
M1_DATA.38586,38586,912349265,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN42,Jover,28.55,-16.37,2012-08-15T14:00:00Z,7,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,11,DHP,POINT (-16.37 28.55)
M1_DATA.38587,38587,912340424,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN43,Espigón Güimar,28.29,-16.38,2012-08-16T14:00:00Z,3.2,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,58,OAG,POINT (-16.38 28.29)
M1_DATA.38588,38588,912340424,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN43,Espigón Güimar,28.29,-16.38,2012-08-16T14:00:00Z,3.2,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,3,OAG,POINT (-16.38 28.29)
M1_DATA.38589,38589,912340424,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN43,Espigón Güimar,28.29,-16.38,2012-08-16T14:00:00Z,3.2,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,82,OAG,POINT (-16.38 28.29)
M1_DATA.38590,38590,912340424,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN43,Espigón Güimar,28.29,-16.38,2012-08-16T14:00:00Z,3.2,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,8,OAG,POINT (-16.38 28.29)
M1_DATA.38591,38591,912340424,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN43,Espigón Güimar,28.29,-16.38,2012-08-16T14:00:00Z,3.2,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,244,OAG,POINT (-16.38 28.29)
M1_DATA.38592,38592,912340444,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN43,Espigón Güimar,28.29,-16.38,2012-08-16T14:00:00Z,4.4,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,140,JASF,POINT (-16.38 28.29)
M1_DATA.38593,38593,912340425,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN44,Los Gigantes Puerto,28.25,-16.84,2012-08-22T14:00:00Z,6.7,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,47,OAG,POINT (-16.84 28.25)
M1_DATA.38594,38594,912340425,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN44,Los Gigantes Puerto,28.25,-16.84,2012-08-22T14:00:00Z,6.7,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,4,OAG,POINT (-16.84 28.25)
M1_DATA.38595,38595,912340425,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN44,Los Gigantes Puerto,28.25,-16.84,2012-08-22T14:00:00Z,6.7,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,10,OAG,POINT (-16.84 28.25)
M1_DATA.38596,38596,912340425,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN44,Los Gigantes Puerto,28.25,-16.84,2012-08-22T14:00:00Z,6.7,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,2,5,OAG,POINT (-16.84 28.25)
M1_DATA.38597,38597,912340425,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN44,Los Gigantes Puerto,28.25,-16.84,2012-08-22T14:00:00Z,6.7,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,10,OAG,POINT (-16.84 28.25)
M1_DATA.38598,38598,912340426,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN44,Los Gigantes Puerto,28.25,-16.84,2012-08-22T14:00:00Z,6.9,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,1,2,JASF,POINT (-16.84 28.25)
M1_DATA.38599,38599,912340426,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN44,Los Gigantes Puerto,28.25,-16.84,2012-08-22T14:00:00Z,6.9,Chordata,Actinopterygii,Serranidae,Mycteroperca fusca,1,1,JASF,POINT (-16.84 28.25)
M1_DATA.38600,38600,912340426,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN44,Los Gigantes Puerto,28.25,-16.84,2012-08-22T14:00:00Z,6.9,Chordata,Actinopterygii,Sparidae,Oblada melanura,1,8,JASF,POINT (-16.84 28.25)
M1_DATA.38601,38601,912340426,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN44,Los Gigantes Puerto,28.25,-16.84,2012-08-22T14:00:00Z,6.9,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,66,JASF,POINT (-16.84 28.25)
M1_DATA.38602,38602,912340427,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,10,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,24,OAG,POINT (-16.85 28.27)
M1_DATA.38603,38603,912340427,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,10,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,26,OAG,POINT (-16.85 28.27)
M1_DATA.38604,38604,912340427,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,10,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,6,OAG,POINT (-16.85 28.27)
M1_DATA.38685,38685,912340427,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,10,Chordata,Actinopterygii,Serranidae,Serranus scriba,1,1,OAG,POINT (-16.85 28.27)
M1_DATA.38686,38686,912340427,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,10,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,11,OAG,POINT (-16.85 28.27)
M1_DATA.38687,38687,912340427,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,10,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,1,2,OAG,POINT (-16.85 28.27)
M1_DATA.38688,38688,912340428,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,7.6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,64,JASF,POINT (-16.85 28.27)
M1_DATA.38689,38689,912340428,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,7.6,Chordata,Actinopterygii,Sparidae,Boops boops,2,65,JASF,POINT (-16.85 28.27)
M1_DATA.38690,38690,912340428,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,7.6,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,2,1,JASF,POINT (-16.85 28.27)
M1_DATA.38691,38691,912340428,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,7.6,Chordata,Actinopterygii,Sparidae,Sarpa salpa,2,4,JASF,POINT (-16.85 28.27)
M1_DATA.38692,38692,912340428,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN45,Baranco Seco,28.27,-16.85,2012-08-22T14:00:00Z,7.6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,53,JASF,POINT (-16.85 28.27)
M1_DATA.38693,38693,912342089,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN46,Barranco del Kikere 2,28.92,-13.69,2012-04-28T14:00:00Z,18,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,40,RHE,POINT (-13.69 28.92)
M1_DATA.38694,38694,912342089,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN46,Barranco del Kikere 2,28.92,-13.69,2012-04-28T14:00:00Z,18,Chordata,Actinopterygii,Sparidae,Spondyliosoma cantharus,2,1,RHE,POINT (-13.69 28.92)
M1_DATA.38695,38695,912342089,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN46,Barranco del Kikere 2,28.92,-13.69,2012-04-28T14:00:00Z,18,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,2,RHE,POINT (-13.69 28.92)
M1_DATA.38696,38696,912342960,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN47,Playa de los Guinchos,28.66,-17.77,2012-09-28T14:00:00Z,16.5,Chordata,Actinopterygii,Sparidae,Boops boops,1,100,DHP,POINT (-17.77 28.66)
M1_DATA.38697,38697,912342960,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN47,Playa de los Guinchos,28.66,-17.77,2012-09-28T14:00:00Z,16.5,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,11,DHP,POINT (-17.77 28.66)
M1_DATA.38698,38698,912342961,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN47,Playa de los Guinchos,28.66,-17.77,2012-09-28T14:00:00Z,17.7,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,1,5,JASF,POINT (-17.77 28.66)
M1_DATA.38699,38699,912342961,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN47,Playa de los Guinchos,28.66,-17.77,2012-09-28T14:00:00Z,17.7,Chordata,Actinopterygii,Sparidae,Boops boops,2,500,JASF,POINT (-17.77 28.66)
M1_DATA.38700,38700,912342961,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN47,Playa de los Guinchos,28.66,-17.77,2012-09-28T14:00:00Z,17.7,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,160,JASF,POINT (-17.77 28.66)
M1_DATA.38701,38701,912342961,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN47,Playa de los Guinchos,28.66,-17.77,2012-09-28T14:00:00Z,17.7,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,1,JASF,POINT (-17.77 28.66)
M1_DATA.38702,38702,912342961,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN47,Playa de los Guinchos,28.66,-17.77,2012-09-28T14:00:00Z,17.7,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,452,JASF,POINT (-17.77 28.66)
M1_DATA.38703,38703,912349268,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN48,Garachico Puerto,28.37,-16.75,2012-09-20T14:00:00Z,5.7,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,2,1,JASF,POINT (-16.75 28.37)
M1_DATA.38704,38704,912349268,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN48,Garachico Puerto,28.37,-16.75,2012-09-20T14:00:00Z,5.7,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,2,JASF,POINT (-16.75 28.37)
